transaction_id,user_id,amount,transaction_type,location,timestamp,flagged_alert
717,2630,1674.81,Online Purchase,Monterrey,2024-01-30 20:00:00,1
718,4373,3959.88,Online Purchase,Cancun,2024-01-30 21:00:00,0
719,4969,2261.96,Online Purchase,Guadalajara,2024-01-30 22:00:00,1
720,4324,925.38,POS Payment,Guadalajara,2024-01-30 23:00:00,0
721,3546,4276.32,POS Payment,Mexico City,2024-01-31 00:00:00,0
722,1753,4413.97,Online Purchase,Mexico City,2024-01-31 01:00:00,1
723,3082,2336.89,ATM Withdrawal,Monterrey,2024-01-31 02:00:00,1
724,3774,387.74,POS Payment,Cancun,2024-01-31 03:00:00,0
725,3896,1945.25,ATM Withdrawal,Cancun,2024-01-31 04:00:00,1
726,1089,4019.65,Online Purchase,Tijuana,2024-01-31 05:00:00,0
727,1775,4509.85,Online Purchase,Mexico City,2024-01-31 06:00:00,1
728,3652,1025.33,ATM Withdrawal,Guadalajara,2024-01-31 07:00:00,1
729,4993,344.2,POS Payment,Guadalajara,2024-01-31 08:00:00,0
730,4017,4387.98,Wire Transfer,Monterrey,2024-01-31 09:00:00,1
731,2625,1953.13,Online Purchase,Guadalajara,2024-01-31 10:00:00,0
732,4069,2713.39,Online Purchase,Cancun,2024-01-31 11:00:00,1
733,1417,4840.65,Wire Transfer,Cancun,2024-01-31 12:00:00,1
734,1114,342.16,POS Payment,Mexico City,2024-01-31 13:00:00,0
735,1616,3245.11,Wire Transfer,Monterrey,2024-01-31 14:00:00,1
736,4974,379.79,Wire Transfer,Guadalajara,2024-01-31 15:00:00,0
737,4267,1883.59,Online Purchase,Mexico City,2024-01-31 16:00:00,0
738,1825,4021.03,POS Payment,Tijuana,2024-01-31 17:00:00,0
739,4572,2173.03,Wire Transfer,Tijuana,2024-01-31 18:00:00,0
740,2649,4985.94,Online Purchase,Guadalajara,2024-01-31 19:00:00,1
741,2516,2799.71,Wire Transfer,Guadalajara,2024-01-31 20:00:00,0
742,4146,1612.6,Online Purchase,Guadalajara,2024-01-31 21:00:00,0
743,1412,1108.36,Online Purchase,Cancun,2024-01-31 22:00:00,0
744,4447,1759.1,Online Purchase,Guadalajara,2024-01-31 23:00:00,0
745,4491,1868.94,Online Purchase,Tijuana,2024-02-01 00:00:00,0
746,1728,352.88,Online Purchase,Guadalajara,2024-02-01 01:00:00,0
747,4348,1854.18,ATM Withdrawal,Monterrey,2024-02-01 02:00:00,0
748,4068,2326.55,ATM Withdrawal,Tijuana,2024-02-01 03:00:00,1
749,3808,3616.46,ATM Withdrawal,Monterrey,2024-02-01 04:00:00,1
750,1675,3287.08,Online Purchase,Tijuana,2024-02-01 05:00:00,0
751,4465,3546.74,Online Purchase,Mexico City,2024-02-01 06:00:00,0
752,2892,51.73,Wire Transfer,Tijuana,2024-02-01 07:00:00,0
753,3504,1096.16,Online Purchase,Tijuana,2024-02-01 08:00:00,0
754,3967,3311.8,Online Purchase,Monterrey,2024-02-01 09:00:00,0
755,3239,2425.11,POS Payment,Monterrey,2024-02-01 10:00:00,0
756,3786,36.51,Wire Transfer,Tijuana,2024-02-01 11:00:00,0
757,4760,4024.43,POS Payment,Tijuana,2024-02-01 12:00:00,1
758,2122,3866.32,ATM Withdrawal,Cancun,2024-02-01 13:00:00,0
759,2571,2746.61,Online Purchase,Mexico City,2024-02-01 14:00:00,0
760,1977,341.65,Wire Transfer,Mexico City,2024-02-01 15:00:00,0
761,2008,3834.91,Online Purchase,Guadalajara,2024-02-01 16:00:00,0
762,3143,2922.73,ATM Withdrawal,Tijuana,2024-02-01 17:00:00,0
763,2687,3911.98,Online Purchase,Tijuana,2024-02-01 18:00:00,0
764,3710,3761.22,POS Payment,Tijuana,2024-02-01 19:00:00,0
765,4261,4016.98,Online Purchase,Tijuana,2024-02-01 20:00:00,1
766,4807,2594.86,POS Payment,Mexico City,2024-02-01 21:00:00,0
767,1036,710.22,POS Payment,Monterrey,2024-02-01 22:00:00,0
768,4851,3359.08,ATM Withdrawal,Cancun,2024-02-01 23:00:00,1
769,4440,3106.16,Wire Transfer,Monterrey,2024-02-02 00:00:00,0
770,4766,3713.84,Wire Transfer,Monterrey,2024-02-02 01:00:00,0
771,2548,857.71,POS Payment,Mexico City,2024-02-02 02:00:00,0
772,3326,982.93,ATM Withdrawal,Cancun,2024-02-02 03:00:00,1
773,3264,4453.14,Wire Transfer,Tijuana,2024-02-02 04:00:00,1
774,3914,3752.39,ATM Withdrawal,Mexico City,2024-02-02 05:00:00,0
775,1872,4542.06,POS Payment,Mexico City,2024-02-02 06:00:00,1
776,2821,3795.99,ATM Withdrawal,Cancun,2024-02-02 07:00:00,0
777,2296,2989.8,ATM Withdrawal,Guadalajara,2024-02-02 08:00:00,0
778,4952,3274.12,Wire Transfer,Mexico City,2024-02-02 09:00:00,0
779,3109,4446.75,POS Payment,Monterrey,2024-02-02 10:00:00,1
780,1595,2898.25,ATM Withdrawal,Monterrey,2024-02-02 11:00:00,1
781,2903,3165.63,Online Purchase,Tijuana,2024-02-02 12:00:00,0
782,1728,790.82,ATM Withdrawal,Mexico City,2024-02-02 13:00:00,1
783,2365,2374.87,POS Payment,Tijuana,2024-02-02 14:00:00,0
784,1396,3584.82,Wire Transfer,Mexico City,2024-02-02 15:00:00,0
785,1698,1362.0,POS Payment,Cancun,2024-02-02 16:00:00,0
786,4090,1019.25,Online Purchase,Mexico City,2024-02-02 17:00:00,0
787,3224,1576.0,ATM Withdrawal,Guadalajara,2024-02-02 18:00:00,0
788,2635,1215.09,Wire Transfer,Monterrey,2024-02-02 19:00:00,0
789,1395,1082.41,POS Payment,Cancun,2024-02-02 20:00:00,0
790,3492,2130.01,Online Purchase,Monterrey,2024-02-02 21:00:00,0
791,4304,4540.11,POS Payment,Tijuana,2024-02-02 22:00:00,0
792,4986,2540.23,ATM Withdrawal,Cancun,2024-02-02 23:00:00,1
793,1075,947.72,Online Purchase,Guadalajara,2024-02-03 00:00:00,0
794,1264,394.09,Online Purchase,Monterrey,2024-02-03 01:00:00,0
795,3502,3483.82,Online Purchase,Mexico City,2024-02-03 02:00:00,0
796,2819,1920.17,ATM Withdrawal,Mexico City,2024-02-03 03:00:00,0
797,1717,4110.94,Online Purchase,Mexico City,2024-02-03 04:00:00,0
798,3782,3300.96,Online Purchase,Cancun,2024-02-03 05:00:00,1
799,4455,3983.24,POS Payment,Guadalajara,2024-02-03 06:00:00,0
800,4635,1367.01,Online Purchase,Guadalajara,2024-02-03 07:00:00,0
801,1850,3464.87,Online Purchase,Guadalajara,2024-02-03 08:00:00,0
802,4577,1327.67,ATM Withdrawal,Monterrey,2024-02-03 09:00:00,1
803,2390,4695.95,ATM Withdrawal,Cancun,2024-02-03 10:00:00,1
804,1143,3185.51,Wire Transfer,Mexico City,2024-02-03 11:00:00,0
805,1884,1629.31,ATM Withdrawal,Monterrey,2024-02-03 12:00:00,1
806,4140,1354.86,Wire Transfer,Guadalajara,2024-02-03 13:00:00,0
807,4170,962.72,Wire Transfer,Mexico City,2024-02-03 14:00:00,0
808,1395,3476.26,Online Purchase,Cancun,2024-02-03 15:00:00,0
809,4096,1101.39,Online Purchase,Tijuana,2024-02-03 16:00:00,0
810,3995,2980.56,ATM Withdrawal,Guadalajara,2024-02-03 17:00:00,1
811,3938,1330.53,Online Purchase,Guadalajara,2024-02-03 18:00:00,0
812,2492,3313.23,Wire Transfer,Guadalajara,2024-02-03 19:00:00,0
813,4555,4076.55,ATM Withdrawal,Guadalajara,2024-02-03 20:00:00,1
814,4636,3892.35,Online Purchase,Mexico City,2024-02-03 21:00:00,0
815,4222,3806.65,Online Purchase,Cancun,2024-02-03 22:00:00,0
816,2167,946.73,Online Purchase,Monterrey,2024-02-03 23:00:00,0
817,3616,451.04,ATM Withdrawal,Mexico City,2024-02-04 00:00:00,1
818,2062,3497.75,ATM Withdrawal,Cancun,2024-02-04 01:00:00,1
819,3156,1848.05,ATM Withdrawal,Monterrey,2024-02-04 02:00:00,0
820,4764,2167.41,Online Purchase,Guadalajara,2024-02-04 03:00:00,0
821,2065,165.43,Wire Transfer,Cancun,2024-02-04 04:00:00,1
822,2209,1305.29,POS Payment,Guadalajara,2024-02-04 05:00:00,0
823,3982,178.05,Online Purchase,Cancun,2024-02-04 06:00:00,1
824,3445,4397.14,ATM Withdrawal,Tijuana,2024-02-04 07:00:00,0
825,4294,1224.55,POS Payment,Guadalajara,2024-02-04 08:00:00,0
826,1633,2791.11,Online Purchase,Guadalajara,2024-02-04 09:00:00,0
827,2156,204.51,ATM Withdrawal,Guadalajara,2024-02-04 10:00:00,0
828,4234,3337.57,Online Purchase,Mexico City,2024-02-04 11:00:00,0
829,2238,1621.91,Wire Transfer,Monterrey,2024-02-04 12:00:00,1
830,1732,4490.62,Online Purchase,Guadalajara,2024-02-04 13:00:00,1
831,1234,4441.71,POS Payment,Guadalajara,2024-02-04 14:00:00,1
832,4914,1633.2,Wire Transfer,Mexico City,2024-02-04 15:00:00,0
833,3705,4505.79,Wire Transfer,Mexico City,2024-02-04 16:00:00,1
834,1750,4980.83,Wire Transfer,Tijuana,2024-02-04 17:00:00,1
835,3635,4128.82,ATM Withdrawal,Cancun,2024-02-04 18:00:00,0
836,4080,4225.91,ATM Withdrawal,Guadalajara,2024-02-04 19:00:00,1
837,4145,1252.55,POS Payment,Cancun,2024-02-04 20:00:00,0
838,1953,2887.74,POS Payment,Mexico City,2024-02-04 21:00:00,0
839,3539,345.61,ATM Withdrawal,Mexico City,2024-02-04 22:00:00,1
840,3960,483.64,POS Payment,Tijuana,2024-02-04 23:00:00,0
841,4324,4994.47,ATM Withdrawal,Monterrey,2024-02-05 00:00:00,1
842,4301,1639.93,ATM Withdrawal,Mexico City,2024-02-05 01:00:00,1
843,2542,3743.44,ATM Withdrawal,Guadalajara,2024-02-05 02:00:00,1
844,2197,4035.26,Online Purchase,Tijuana,2024-02-05 03:00:00,1
845,2676,4291.54,Online Purchase,Monterrey,2024-02-05 04:00:00,1
846,2191,4988.17,Online Purchase,Tijuana,2024-02-05 05:00:00,0
847,3217,1215.07,ATM Withdrawal,Mexico City,2024-02-05 06:00:00,1
848,2416,211.35,Online Purchase,Monterrey,2024-02-05 07:00:00,0
849,3993,2061.85,ATM Withdrawal,Cancun,2024-02-05 08:00:00,1
850,3842,659.1,POS Payment,Monterrey,2024-02-05 09:00:00,0
851,3681,121.91,Online Purchase,Guadalajara,2024-02-05 10:00:00,0
852,2217,1808.53,ATM Withdrawal,Cancun,2024-02-05 11:00:00,0
853,2540,3920.85,Online Purchase,Cancun,2024-02-05 12:00:00,0
854,3076,2835.24,Online Purchase,Guadalajara,2024-02-05 13:00:00,1
855,4236,1570.76,Wire Transfer,Cancun,2024-02-05 14:00:00,0
856,2445,3275.17,ATM Withdrawal,Mexico City,2024-02-05 15:00:00,1
857,3386,1167.77,Wire Transfer,Monterrey,2024-02-05 16:00:00,0
858,4719,81.76,Online Purchase,Monterrey,2024-02-05 17:00:00,0
859,2519,3824.12,ATM Withdrawal,Guadalajara,2024-02-05 18:00:00,1
860,2388,3122.48,Online Purchase,Mexico City,2024-02-05 19:00:00,0
861,2856,3813.89,Online Purchase,Cancun,2024-02-05 20:00:00,0
862,2365,204.3,Online Purchase,Monterrey,2024-02-05 21:00:00,0
863,1499,4187.23,Online Purchase,Monterrey,2024-02-05 22:00:00,1
864,2680,3101.44,Online Purchase,Monterrey,2024-02-05 23:00:00,0
865,1510,2821.34,Online Purchase,Monterrey,2024-02-06 00:00:00,0
866,4398,3126.82,POS Payment,Tijuana,2024-02-06 01:00:00,0
867,1216,4323.52,Online Purchase,Guadalajara,2024-02-06 02:00:00,1
868,2324,2938.81,Online Purchase,Cancun,2024-02-06 03:00:00,0
869,2155,2908.94,Online Purchase,Cancun,2024-02-06 04:00:00,0
870,2827,4953.49,ATM Withdrawal,Guadalajara,2024-02-06 05:00:00,1
871,4141,3786.08,Online Purchase,Mexico City,2024-02-06 06:00:00,1
872,4323,2217.05,POS Payment,Guadalajara,2024-02-06 07:00:00,0
873,4486,3539.91,POS Payment,Monterrey,2024-02-06 08:00:00,0
874,2810,1952.26,Online Purchase,Monterrey,2024-02-06 09:00:00,0
875,3492,1152.09,ATM Withdrawal,Guadalajara,2024-02-06 10:00:00,1
876,3923,2988.29,Online Purchase,Guadalajara,2024-02-06 11:00:00,0
877,2205,4641.63,Wire Transfer,Cancun,2024-02-06 12:00:00,0
878,3214,4646.41,ATM Withdrawal,Cancun,2024-02-06 13:00:00,0
879,1090,1716.11,Online Purchase,Tijuana,2024-02-06 14:00:00,0
880,1713,2643.11,Online Purchase,Tijuana,2024-02-06 15:00:00,0
881,2881,1066.06,Wire Transfer,Monterrey,2024-02-06 16:00:00,0
882,4602,4978.2,ATM Withdrawal,Tijuana,2024-02-06 17:00:00,1
883,1038,4905.78,Online Purchase,Tijuana,2024-02-06 18:00:00,1
884,4197,3251.05,Wire Transfer,Mexico City,2024-02-06 19:00:00,0
885,4522,4024.03,ATM Withdrawal,Guadalajara,2024-02-06 20:00:00,0
886,1172,3578.35,POS Payment,Cancun,2024-02-06 21:00:00,0
887,1652,2969.86,Online Purchase,Tijuana,2024-02-06 22:00:00,1
888,1753,276.21,Wire Transfer,Cancun,2024-02-06 23:00:00,0
889,2243,2279.27,Wire Transfer,Tijuana,2024-02-07 00:00:00,1
890,4709,3377.18,Online Purchase,Tijuana,2024-02-07 01:00:00,0
891,2081,3390.88,Wire Transfer,Monterrey,2024-02-07 02:00:00,0
892,2683,1871.88,ATM Withdrawal,Mexico City,2024-02-07 03:00:00,1
893,3523,4709.04,POS Payment,Guadalajara,2024-02-07 04:00:00,1
894,1455,845.11,Online Purchase,Guadalajara,2024-02-07 05:00:00,0
895,1828,2506.79,Wire Transfer,Monterrey,2024-02-07 06:00:00,0
896,1894,3457.51,Online Purchase,Monterrey,2024-02-07 07:00:00,0
897,2384,3488.71,POS Payment,Guadalajara,2024-02-07 08:00:00,0
898,2958,3246.71,Online Purchase,Guadalajara,2024-02-07 09:00:00,0
899,4072,1383.69,POS Payment,Mexico City,2024-02-07 10:00:00,1
900,3434,789.47,POS Payment,Tijuana,2024-02-07 11:00:00,0
901,2996,3183.34,Online Purchase,Mexico City,2024-02-07 12:00:00,0
902,3395,3000.52,POS Payment,Guadalajara,2024-02-07 13:00:00,0
903,1189,904.99,POS Payment,Tijuana,2024-02-07 14:00:00,0
904,1504,3528.64,Online Purchase,Guadalajara,2024-02-07 15:00:00,0
905,2214,2281.31,ATM Withdrawal,Mexico City,2024-02-07 16:00:00,0
906,2531,3342.13,ATM Withdrawal,Mexico City,2024-02-07 17:00:00,1
907,4440,4188.46,Online Purchase,Mexico City,2024-02-07 18:00:00,1
908,4480,856.94,Online Purchase,Tijuana,2024-02-07 19:00:00,1
909,1823,105.53,Online Purchase,Cancun,2024-02-07 20:00:00,0
910,1928,3897.72,Online Purchase,Cancun,2024-02-07 21:00:00,0
911,1933,3052.39,ATM Withdrawal,Guadalajara,2024-02-07 22:00:00,0
912,2140,3501.2,Online Purchase,Tijuana,2024-02-07 23:00:00,0
913,1133,4192.39,POS Payment,Monterrey,2024-02-08 00:00:00,1
914,3105,4016.03,Wire Transfer,Cancun,2024-02-08 01:00:00,0
915,4627,4804.99,Online Purchase,Tijuana,2024-02-08 02:00:00,1
916,1684,2684.32,Wire Transfer,Tijuana,2024-02-08 03:00:00,0
917,3719,2447.59,Wire Transfer,Cancun,2024-02-08 04:00:00,0
918,3220,2015.42,POS Payment,Tijuana,2024-02-08 05:00:00,0
919,2852,776.92,Online Purchase,Tijuana,2024-02-08 06:00:00,0
920,1814,2867.31,Online Purchase,Cancun,2024-02-08 07:00:00,0
921,2172,1392.29,POS Payment,Mexico City,2024-02-08 08:00:00,0
922,1079,4607.32,POS Payment,Guadalajara,2024-02-08 09:00:00,0
923,3933,2920.12,Wire Transfer,Monterrey,2024-02-08 10:00:00,0
924,4284,2968.27,Wire Transfer,Guadalajara,2024-02-08 11:00:00,0
925,1202,1781.07,Online Purchase,Mexico City,2024-02-08 12:00:00,0
926,3811,269.43,ATM Withdrawal,Mexico City,2024-02-08 13:00:00,1
927,2252,168.4,Online Purchase,Tijuana,2024-02-08 14:00:00,0
928,2699,2122.44,Online Purchase,Guadalajara,2024-02-08 15:00:00,0
929,2250,431.98,POS Payment,Mexico City,2024-02-08 16:00:00,0
930,2682,3038.17,Online Purchase,Guadalajara,2024-02-08 17:00:00,0
931,2555,4406.06,ATM Withdrawal,Mexico City,2024-02-08 18:00:00,0
932,4512,4415.74,POS Payment,Monterrey,2024-02-08 19:00:00,1
933,4473,3298.64,Online Purchase,Mexico City,2024-02-08 20:00:00,0
934,3094,1064.05,POS Payment,Guadalajara,2024-02-08 21:00:00,0
935,2256,4316.35,POS Payment,Tijuana,2024-02-08 22:00:00,1
936,4376,4431.61,ATM Withdrawal,Guadalajara,2024-02-08 23:00:00,1
937,2549,991.3,Online Purchase,Cancun,2024-02-09 00:00:00,0
938,2166,3689.76,Online Purchase,Guadalajara,2024-02-09 01:00:00,0
939,4486,1439.73,ATM Withdrawal,Monterrey,2024-02-09 02:00:00,0
940,4584,4015.18,Online Purchase,Monterrey,2024-02-09 03:00:00,1
941,2396,4986.22,Online Purchase,Monterrey,2024-02-09 04:00:00,0
942,4637,159.83,POS Payment,Mexico City,2024-02-09 05:00:00,0
943,4957,4487.86,Online Purchase,Monterrey,2024-02-09 06:00:00,1
944,4330,3116.93,Wire Transfer,Guadalajara,2024-02-09 07:00:00,0
945,3703,4867.18,Online Purchase,Tijuana,2024-02-09 08:00:00,1
946,1470,2330.4,ATM Withdrawal,Monterrey,2024-02-09 09:00:00,1
947,4018,4238.47,POS Payment,Guadalajara,2024-02-09 10:00:00,1
948,2035,321.35,Online Purchase,Mexico City,2024-02-09 11:00:00,0
949,2353,1683.04,Online Purchase,Mexico City,2024-02-09 12:00:00,0
950,3783,344.41,Wire Transfer,Tijuana,2024-02-09 13:00:00,0
951,3831,4876.96,Wire Transfer,Tijuana,2024-02-09 14:00:00,1
952,1967,4086.7,Wire Transfer,Guadalajara,2024-02-09 15:00:00,1
953,1357,4264.21,Online Purchase,Tijuana,2024-02-09 16:00:00,1
954,4019,4690.45,Online Purchase,Tijuana,2024-02-09 17:00:00,1
955,4479,434.67,POS Payment,Mexico City,2024-02-09 18:00:00,0
956,1667,1934.13,POS Payment,Guadalajara,2024-02-09 19:00:00,0
957,1372,364.46,ATM Withdrawal,Tijuana,2024-02-09 20:00:00,1
958,2031,1061.86,POS Payment,Guadalajara,2024-02-09 21:00:00,0
959,2145,1154.54,ATM Withdrawal,Monterrey,2024-02-09 22:00:00,1
960,2371,2350.84,ATM Withdrawal,Mexico City,2024-02-09 23:00:00,0
961,3723,1350.13,Online Purchase,Mexico City,2024-02-10 00:00:00,0
962,1089,513.88,ATM Withdrawal,Mexico City,2024-02-10 01:00:00,1
963,4719,845.78,ATM Withdrawal,Cancun,2024-02-10 02:00:00,0
964,3745,744.91,Online Purchase,Guadalajara,2024-02-10 03:00:00,0
965,4387,4865.65,ATM Withdrawal,Monterrey,2024-02-10 04:00:00,0
966,4249,3798.87,Wire Transfer,Tijuana,2024-02-10 05:00:00,0
967,1539,4839.13,Wire Transfer,Monterrey,2024-02-10 06:00:00,0
968,3779,2204.31,Wire Transfer,Guadalajara,2024-02-10 07:00:00,0
969,1868,1399.06,POS Payment,Mexico City,2024-02-10 08:00:00,0
970,1040,3993.48,Online Purchase,Cancun,2024-02-10 09:00:00,0
971,1739,1638.01,ATM Withdrawal,Guadalajara,2024-02-10 10:00:00,0
972,4775,1503.92,Wire Transfer,Guadalajara,2024-02-10 11:00:00,1
973,2946,1170.2,ATM Withdrawal,Tijuana,2024-02-10 12:00:00,1
974,3549,657.1,Online Purchase,Monterrey,2024-02-10 13:00:00,1
975,4006,1289.75,Online Purchase,Monterrey,2024-02-10 14:00:00,0
976,4216,1783.05,POS Payment,Tijuana,2024-02-10 15:00:00,0
977,2224,3373.23,ATM Withdrawal,Cancun,2024-02-10 16:00:00,1
978,1928,322.2,POS Payment,Mexico City,2024-02-10 17:00:00,0
979,3036,1060.43,ATM Withdrawal,Mexico City,2024-02-10 18:00:00,0
980,4795,4047.03,Wire Transfer,Cancun,2024-02-10 19:00:00,1
981,3508,743.14,POS Payment,Tijuana,2024-02-10 20:00:00,0
982,3779,1719.8,Wire Transfer,Guadalajara,2024-02-10 21:00:00,0
983,3799,4324.65,Online Purchase,Monterrey,2024-02-10 22:00:00,1
984,1924,783.08,ATM Withdrawal,Guadalajara,2024-02-10 23:00:00,1
985,3956,422.86,POS Payment,Monterrey,2024-02-11 00:00:00,0
986,2581,2427.84,Online Purchase,Guadalajara,2024-02-11 01:00:00,0
987,4618,1519.07,Online Purchase,Tijuana,2024-02-11 02:00:00,0
988,4324,2821.41,Online Purchase,Tijuana,2024-02-11 03:00:00,0
989,1389,4020.99,POS Payment,Cancun,2024-02-11 04:00:00,1
990,2617,694.37,Online Purchase,Guadalajara,2024-02-11 05:00:00,0
991,3930,2907.69,Wire Transfer,Guadalajara,2024-02-11 06:00:00,0
992,1255,2532.49,ATM Withdrawal,Cancun,2024-02-11 07:00:00,1
993,1708,728.95,ATM Withdrawal,Cancun,2024-02-11 08:00:00,1
994,2838,3123.75,Wire Transfer,Tijuana,2024-02-11 09:00:00,0
995,2944,1375.47,Online Purchase,Tijuana,2024-02-11 10:00:00,0
996,3497,2444.29,ATM Withdrawal,Guadalajara,2024-02-11 11:00:00,1
997,1009,420.54,Wire Transfer,Tijuana,2024-02-11 12:00:00,0
998,3871,2303.32,POS Payment,Tijuana,2024-02-11 13:00:00,0
999,1797,1539.25,Online Purchase,Guadalajara,2024-02-11 14:00:00,0
1000,4313,4113.68,POS Payment,Cancun,2024-02-11 15:00:00,1
1001,4322,294.32,Wire Transfer,Guadalajara,2024-02-11 16:00:00,0
1002,1876,2098.85,POS Payment,Mexico City,2024-02-11 17:00:00,1
1003,2028,2297.57,ATM Withdrawal,Guadalajara,2024-02-11 18:00:00,1
1004,4190,3627.78,ATM Withdrawal,Mexico City,2024-02-11 19:00:00,1
1005,2015,2875.69,POS Payment,Guadalajara,2024-02-11 20:00:00,0
1006,2824,3339.39,POS Payment,Mexico City,2024-02-11 21:00:00,1
1007,1373,3887.48,ATM Withdrawal,Mexico City,2024-02-11 22:00:00,1
1008,4136,4312.39,Online Purchase,Guadalajara,2024-02-11 23:00:00,0
1009,3193,1576.24,Online Purchase,Tijuana,2024-02-12 00:00:00,0
1010,1223,2694.73,Online Purchase,Monterrey,2024-02-12 01:00:00,0
1011,2262,4202.14,Online Purchase,Tijuana,2024-02-12 02:00:00,1
1012,3224,4947.36,Online Purchase,Mexico City,2024-02-12 03:00:00,1
1013,2802,4448.7,POS Payment,Guadalajara,2024-02-12 04:00:00,1
1014,1852,1863.62,Online Purchase,Guadalajara,2024-02-12 05:00:00,0
1015,4353,983.88,Wire Transfer,Guadalajara,2024-02-12 06:00:00,0
1016,1062,2452.07,Online Purchase,Guadalajara,2024-02-12 07:00:00,1
1017,2240,3710.79,Online Purchase,Monterrey,2024-02-12 08:00:00,0
1018,4925,2467.92,Online Purchase,Cancun,2024-02-12 09:00:00,0
1019,3874,2421.07,Online Purchase,Mexico City,2024-02-12 10:00:00,0
1020,3842,4192.77,Wire Transfer,Monterrey,2024-02-12 11:00:00,1
1021,1688,1813.4,POS Payment,Tijuana,2024-02-12 12:00:00,0
1022,2484,4300.38,Online Purchase,Cancun,2024-02-12 13:00:00,1
1023,2633,2039.96,ATM Withdrawal,Cancun,2024-02-12 14:00:00,1
1024,3152,1647.88,ATM Withdrawal,Guadalajara,2024-02-12 15:00:00,1
1025,4170,2275.41,POS Payment,Monterrey,2024-02-12 16:00:00,0
1026,1510,3814.61,Wire Transfer,Tijuana,2024-02-12 17:00:00,0
1027,1384,638.75,ATM Withdrawal,Guadalajara,2024-02-12 18:00:00,1
1028,1404,990.13,Wire Transfer,Guadalajara,2024-02-12 19:00:00,0
1029,3870,4757.71,POS Payment,Mexico City,2024-02-12 20:00:00,1
1030,1517,885.7,Online Purchase,Cancun,2024-02-12 21:00:00,0
1031,1475,2842.96,ATM Withdrawal,Tijuana,2024-02-12 22:00:00,1
1032,3000,2900.78,POS Payment,Cancun,2024-02-12 23:00:00,1
1033,3756,2453.23,Wire Transfer,Monterrey,2024-02-13 00:00:00,0
1034,4934,3227.28,ATM Withdrawal,Mexico City,2024-02-13 01:00:00,1
1035,2668,1156.84,ATM Withdrawal,Guadalajara,2024-02-13 02:00:00,0
1036,2893,2767.78,Online Purchase,Mexico City,2024-02-13 03:00:00,0
1037,3818,1867.14,ATM Withdrawal,Guadalajara,2024-02-13 04:00:00,1
1038,2460,3311.72,Wire Transfer,Mexico City,2024-02-13 05:00:00,0
1039,4094,714.71,ATM Withdrawal,Guadalajara,2024-02-13 06:00:00,1
1040,4044,2858.68,Wire Transfer,Cancun,2024-02-13 07:00:00,0
1041,4636,934.5,POS Payment,Cancun,2024-02-13 08:00:00,0
1042,3724,1400.43,Online Purchase,Cancun,2024-02-13 09:00:00,1
1043,1713,1101.36,ATM Withdrawal,Cancun,2024-02-13 10:00:00,0
1044,4529,922.36,ATM Withdrawal,Mexico City,2024-02-13 11:00:00,1
1045,1082,4130.3,Wire Transfer,Guadalajara,2024-02-13 12:00:00,0
1046,2168,1435.68,Online Purchase,Cancun,2024-02-13 13:00:00,0
1047,4156,4636.35,Wire Transfer,Mexico City,2024-02-13 14:00:00,1
1048,4149,4849.93,POS Payment,Guadalajara,2024-02-13 15:00:00,1
1049,3504,2860.59,ATM Withdrawal,Mexico City,2024-02-13 16:00:00,0
1050,2901,723.58,POS Payment,Cancun,2024-02-13 17:00:00,0
1051,3048,1879.0,POS Payment,Monterrey,2024-02-13 18:00:00,0
1052,1050,3990.68,Online Purchase,Mexico City,2024-02-13 19:00:00,1
1053,1684,1843.28,Online Purchase,Cancun,2024-02-13 20:00:00,0
1054,1716,444.22,POS Payment,Tijuana,2024-02-13 21:00:00,1
1055,4843,2788.36,POS Payment,Guadalajara,2024-02-13 22:00:00,0
1056,2469,4227.15,Online Purchase,Cancun,2024-02-13 23:00:00,1
1057,1448,3981.67,Online Purchase,Tijuana,2024-02-14 00:00:00,0
1058,1880,883.86,Online Purchase,Mexico City,2024-02-14 01:00:00,0
1059,1487,3367.1,POS Payment,Mexico City,2024-02-14 02:00:00,0
1060,2823,1110.32,Online Purchase,Tijuana,2024-02-14 03:00:00,0
1061,3081,1098.86,ATM Withdrawal,Tijuana,2024-02-14 04:00:00,1
1062,4419,4371.62,POS Payment,Guadalajara,2024-02-14 05:00:00,1
1063,3142,1255.85,Online Purchase,Mexico City,2024-02-14 06:00:00,0
1064,4143,1323.6,Wire Transfer,Tijuana,2024-02-14 07:00:00,0
1065,2574,13.26,Online Purchase,Monterrey,2024-02-14 08:00:00,0
1066,3201,4354.64,POS Payment,Monterrey,2024-02-14 09:00:00,1
1067,1249,3965.05,Online Purchase,Tijuana,2024-02-14 10:00:00,0
1068,1673,3140.37,Wire Transfer,Guadalajara,2024-02-14 11:00:00,0
1069,1437,3753.83,Wire Transfer,Mexico City,2024-02-14 12:00:00,0
1070,3165,768.72,Online Purchase,Monterrey,2024-02-14 13:00:00,0
1071,1770,2297.03,Online Purchase,Tijuana,2024-02-14 14:00:00,0
1072,4962,1762.58,ATM Withdrawal,Tijuana,2024-02-14 15:00:00,1
1073,4377,477.94,Online Purchase,Cancun,2024-02-14 16:00:00,1
1074,1267,2435.79,POS Payment,Tijuana,2024-02-14 17:00:00,0
1075,2984,4604.49,POS Payment,Guadalajara,2024-02-14 18:00:00,1
1076,2077,209.9,ATM Withdrawal,Monterrey,2024-02-14 19:00:00,1
